Name,Code,E,N,Z,RMS_x,RMS_y,RMS_h,Solution,PDOP,Antenna name,Antenna measure type,Antenna height,Start time,End time
716,estrada,396938.201,7412350.101,526.584,0.001,0.001,0.003,fixed,1.364,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:47:39,2025/06/28 14:47:41
717,estrada,396937.189,7412351.495,526.593,0.001,0.001,0.003,fixed,1.363,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:47:43,2025/06/28 14:47:45
718,estrada,396939.832,7412360.326,527.026,0.001,0.001,0.003,fixed,1.43,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:47:53,2025/06/28 14:47:55
719,estrada,396943.187,7412362.74,527.13,0.001,0.001,0.004,fixed,1.429,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:02,2025/06/28 14:48:04
720,estrada,396942.386,7412370.07,527.652,0.002,0.002,0.004,fixed,1.428,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:18,2025/06/28 14:48:20
721,estrada,396939.773,7412370.328,527.686,0.002,0.002,0.006,fixed,1.428,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:22,2025/06/28 14:48:24
722,estrada,396934.893,7412377.698,528.281,0.002,0.002,0.005,fixed,1.427,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:32,2025/06/28 14:48:34
723,estrada,396936.692,7412380.906,528.385,0.001,0.001,0.004,fixed,1.427,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:39,2025/06/28 14:48:41
724,estrada,396930.368,7412390.979,528.895,0.001,0.001,0.004,fixed,1.426,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:48:57,2025/06/28 14:48:59
725,estrada,396926.603,7412390.829,528.924,0.002,0.002,0.005,fixed,1.425,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:02,2025/06/28 14:49:04
726,estrada,396926.471,7412397.991,529.286,0.001,0.001,0.004,fixed,1.425,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:12,2025/06/28 14:49:14
727,estrada,396929.229,7412397.787,529.281,0.001,0.001,0.004,fixed,1.424,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:17,2025/06/28 14:49:19
728,estrada,396932.138,7412398.234,529.423,0.001,0.001,0.004,fixed,1.424,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:25,2025/06/28 14:49:27
729,estrada,396934.527,7412398.218,529.324,0.001,0.001,0.003,fixed,1.423,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:31,2025/06/28 14:49:33
730,estrada,396928.766,7412403.23,529.762,0.002,0.002,0.005,fixed,1.423,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:40,2025/06/28 14:49:42
731,estrada,396927.104,7412401.281,529.657,0.001,0.001,0.002,fixed,1.422,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:44,2025/06/28 14:49:46
732,estrada,396925.521,7412398.132,529.338,0.002,0.002,0.005,fixed,1.422,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:49:48,2025/06/28 14:49:50
733,estrada,396898.043,7412300.548,523.909,0.001,0.001,0.004,fixed,1.397,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:07,2025/06/28 14:54:09
734,estrada,396895.882,7412301.524,523.898,0.001,0.001,0.003,fixed,1.397,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:11,2025/06/28 14:54:13
735,estrada,396883.684,7412285.733,523.146,0.001,0.001,0.003,fixed,1.394,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:33,2025/06/28 14:54:35
736,estrada,396884.589,7412284.045,523.18,0.001,0.001,0.003,fixed,1.394,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:36,2025/06/28 14:54:38
737,estrada,396874.82,7412271.947,522.533,0.001,0.001,0.003,fixed,1.392,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:53,2025/06/28 14:54:55
738,estrada,396872.631,7412273.008,522.585,0.001,0.001,0.003,fixed,1.391,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:54:59,2025/06/28 14:55:01
739,estrada,396863.849,7412259.094,521.933,0.001,0.001,0.004,fixed,1.389,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:55:17,2025/06/28 14:55:19
740,estrada,396861.692,7412260.304,521.977,0.001,0.001,0.002,fixed,1.388,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:55:22,2025/06/28 14:55:24
741,estrada,396846.286,7412238.913,520.898,0.002,0.002,0.004,fixed,1.382,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:56:13,2025/06/28 14:56:15
742,estrada,396843.519,7412239.039,520.908,0.001,0.001,0.003,fixed,1.381,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:56:17,2025/06/28 14:56:19
743,estrada,396832.678,7412225.684,520.204,0.001,0.001,0.004,fixed,1.38,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:56:32,2025/06/28 14:56:34
744,estrada,396833.87,7412223.593,520.113,0.001,0.001,0.003,fixed,1.379,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:56:37,2025/06/28 14:56:39
745,estrada,396823.267,7412210.884,519.274,0.002,0.002,0.004,fixed,1.377,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:56:53,2025/06/28 14:56:55
746,estrada,396821.009,7412211.628,519.326,0.001,0.001,0.004,fixed,1.376,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:57:00,2025/06/28 14:57:02
747,estrada,396809.573,7412194.555,518.442,0.001,0.001,0.004,fixed,1.374,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:57:19,2025/06/28 14:57:21
748,estrada,396807.286,7412195.149,518.43,0.001,0.001,0.004,fixed,1.373,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:57:23,2025/06/28 14:57:25
749,estrada,396797.396,7412180.293,517.563,0.001,0.001,0.002,fixed,1.371,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:57:41,2025/06/28 14:57:43
750,estrada,396794.795,7412179.814,517.483,0.002,0.002,0.004,fixed,1.371,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:57:45,2025/06/28 14:57:47
751,estrada,396785.853,7412166.038,516.692,0.002,0.002,0.005,fixed,1.369,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:00,2025/06/28 14:58:02
752,estrada,396783.685,7412166.03,516.747,0.001,0.001,0.003,fixed,1.368,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:03,2025/06/28 14:58:05
753,estrada,396771.411,7412151.868,515.894,0.001,0.001,0.005,fixed,1.366,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:20,2025/06/28 14:58:22
754,estrada,396773.186,7412150.33,515.712,0.001,0.001,0.003,fixed,1.365,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:26,2025/06/28 14:58:28
755,estrada,396764.524,7412139.675,515.156,0.001,0.001,0.004,fixed,1.363,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:40,2025/06/28 14:58:42
756,estrada,396762.174,7412140.73,515.165,0.002,0.002,0.005,fixed,1.428,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:58:44,2025/06/28 14:58:46
757,estrada,396750.501,7412123.395,514.201,0.004,0.004,0.011,fixed,1.36,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:02,2025/06/28 14:59:04
758,estrada,396747.564,7412123.302,514.195,0.001,0.001,0.004,fixed,1.36,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:06,2025/06/28 14:59:08
759,estrada,396737.246,7412109.807,513.52,0.002,0.002,0.005,fixed,1.357,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:22,2025/06/28 14:59:24
760,estrada,396737.444,7412106.904,513.267,0.001,0.001,0.002,fixed,1.357,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:26,2025/06/28 14:59:28
761,estrada,396729.107,7412095.78,512.635,0.002,0.002,0.006,fixed,1.355,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:38,2025/06/28 14:59:40
762,estrada,396726.477,7412096.168,512.696,0.002,0.002,0.005,fixed,1.354,T300(NGS),Bottom of receiver,2.5,2025/06/28 14:59:42,2025/06/28 14:59:44
763,estrada,396714.281,7412081.266,511.79,0.002,0.002,0.006,fixed,1.352,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:00:03,2025/06/28 15:00:05
764,estrada,396715.742,7412078.943,511.486,0.002,0.002,0.005,fixed,1.351,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:00:08,2025/06/28 15:00:10
765,estrada,396705.372,7412065.934,510.596,0.002,0.002,0.006,fixed,1.349,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:00:24,2025/06/28 15:00:26
766,estrada,396702.708,7412066.194,510.778,0.002,0.002,0.005,fixed,1.348,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:00:31,2025/06/28 15:00:33
767,estrada,396688.286,7412050.332,509.248,0.002,0.002,0.005,fixed,1.345,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:00:55,2025/06/28 15:00:57
768,estrada,396689.795,7412048.418,509.01,0.002,0.002,0.005,fixed,1.344,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:01:01,2025/06/28 15:01:03
769,tn,396677.39,7412047.1,509.251,0.002,0.002,0.005,fixed,1.339,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:01:32,2025/06/28 15:01:34
770,tn,396667.318,7412049.825,509.622,0.002,0.002,0.005,fixed,1.337,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:01:50,2025/06/28 15:01:52
771,tn,396651.792,7412055.667,510.765,0.003,0.003,0.007,fixed,1.332,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:02:26,2025/06/28 15:02:28
772,arvorenativa,396647.55,7412055.706,511.109,0.002,0.002,0.006,fixed,1.418,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:02:55,2025/06/28 15:02:57
773,estrada,396670.445,7412026.315,507.13,0.003,0.003,0.009,fixed,1.875,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:04:19,2025/06/28 15:04:21
774,estrada,396667.894,7412027.712,507.318,0.001,0.001,0.004,fixed,2.001,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:04:24,2025/06/28 15:04:26
775,mata,396671.681,7412024.865,506.99,0.004,0.004,0.011,fixed,1.913,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:04:48,2025/06/28 15:04:50
776,mata,396661.618,7412013.8,505.872,0.003,0.003,0.006,fixed,2.12,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:05:07,2025/06/28 15:05:09
777,estrada,396659.052,7412014.596,506.009,0.002,0.002,0.005,fixed,1.82,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:05:14,2025/06/28 15:05:16
778,estrada,396657.423,7412015.711,506.225,0.003,0.003,0.006,fixed,1.918,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:05:18,2025/06/28 15:05:20
779,mata,396656.216,7412004.069,504.685,0.003,0.003,0.006,fixed,1.777,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:05:56,2025/06/28 15:05:58
780,mata,396632.941,7411996.367,504.045,0.001,0.001,0.003,fixed,1.379,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:06:55,2025/06/28 15:06:57
781,mata,396631.793,7411983.902,502.307,0.001,0.001,0.004,fixed,1.628,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:08:19,2025/06/28 15:08:21
782,mata,396626.497,7411970.538,500.399,0.008,0.008,0.016,fixed,2.074,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:08:56,2025/06/28 15:08:58
783,mata,396617.207,7411959.447,499.869,0.002,0.002,0.009,fixed,2.19,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:09:41,2025/06/28 15:09:43
784,mata,396602.293,7411957.436,525.586,0.279,0.823,1.162,single,2.616,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:10:38,2025/06/28 15:10:40
785,mata,396594.533,7411957.08,500.442,0.012,0.012,0.017,fixed,2.117,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:11:22,2025/06/28 15:11:24
786,palanque,396577.001,7411961.415,501.998,0.001,0.001,0.002,float,1.665,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:13:26,2025/06/28 15:13:28
787,mata,396565.715,7411969.978,503.882,0.005,0.005,0.02,fixed,1.666,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:14:21,2025/06/28 15:14:23
788,tn,396576.027,7411975.879,504.016,0.003,0.003,0.007,fixed,1.634,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:14:37,2025/06/28 15:14:39
789,tn,396590.625,7411983.815,504.04,0.003,0.003,0.009,fixed,1.631,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:14:57,2025/06/28 15:14:59
790,tn,396600.192,7411988.147,504.031,0.006,0.006,0.016,fixed,1.619,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:15:10,2025/06/28 15:15:12
791,arvorenativa,396602.524,7411984.001,503.975,0.008,0.008,0.015,fixed,1.421,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:15:25,2025/06/28 15:15:27
792,tn,396606.227,7411991.442,504.414,0.002,0.002,0.006,fixed,1.457,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:16:18,2025/06/28 15:16:20
793,tn,396619.721,7411995.684,504.411,0.001,0.001,0.005,fixed,1.422,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:16:31,2025/06/28 15:16:33
794,tn,396629.512,7411999.27,504.771,0.002,0.002,0.005,fixed,1.421,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:16:42,2025/06/28 15:16:44
795,tn,396642.386,7412001.845,504.664,0.002,0.002,0.006,fixed,1.629,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:16:55,2025/06/28 15:16:57
796,mata,396581.006,7411978.928,503.954,0.001,0.001,0.005,fixed,1.471,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:18:19,2025/06/28 15:18:21
797,mata,396566.23,7411971.591,504.133,0.003,0.003,0.01,fixed,1.804,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:18:35,2025/06/28 15:18:37
798,mata,396556.56,7411965.822,503.827,0.005,0.005,0.012,fixed,1.559,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:18:51,2025/06/28 15:18:53
799,mata,396548.395,7411959.258,503.672,0.002,0.002,0.005,fixed,1.772,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:19:00,2025/06/28 15:19:02
800,mata,396533.932,7411943.39,502.976,0.002,0.002,0.006,fixed,1.606,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:19:22,2025/06/28 15:19:24
801,mata,396523.683,7411933.172,502.305,0.004,0.004,0.007,fixed,1.863,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:19:42,2025/06/28 15:19:44
802,mata,396521.345,7411921.823,501.528,0.002,0.002,0.005,fixed,1.599,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:20:04,2025/06/28 15:20:06
803,mata,396519.523,7411908.768,500.379,0.004,0.004,0.007,fixed,1.894,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:20:23,2025/06/28 15:20:25
804,mata,396520.006,7411896.105,499.702,0.008,0.008,0.01,fixed,1.881,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:20:38,2025/06/28 15:20:40
805,mata,396514.767,7411881.377,498.508,0.007,0.007,0.011,fixed,1.936,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:20:58,2025/06/28 15:21:00
806,mata,396506.793,7411874.82,498.14,0.003,0.003,0.007,fixed,2.036,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:21:12,2025/06/28 15:21:14
807,mata,396498.334,7411866.833,497.687,0.005,0.005,0.008,fixed,2.166,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:21:28,2025/06/28 15:21:30
808,mata,396491.171,7411861.687,496.897,0.135,0.135,0.273,fixed,2.374,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:21:43,2025/06/28 15:21:45
809,mata,396490.434,7411854.017,496.306,0.003,0.003,0.01,fixed,1.588,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:22:10,2025/06/28 15:22:12
810,mata,396491.034,7411845.717,495.216,0.003,0.003,0.006,fixed,1.808,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:22:22,2025/06/28 15:22:24
811,mata,396491.448,7411834.369,493.903,0.045,0.045,0.051,fixed,2.268,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:22:36,2025/06/28 15:22:38
812,mata,396488.685,7411822.073,492.698,0.003,0.003,0.006,fixed,1.976,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:22:50,2025/06/28 15:22:52
813,mata,396482.367,7411811.677,491.583,0.003,0.003,0.007,fixed,1.565,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:23:13,2025/06/28 15:23:15
814,mata,396471.882,7411801.89,490.463,0.002,0.002,0.005,fixed,1.747,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:23:33,2025/06/28 15:23:35
815,mata,396460.601,7411795.555,490.059,0.002,0.002,0.006,fixed,1.954,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:23:51,2025/06/28 15:23:53
816,mata,396448.588,7411788.295,489.281,0.003,0.003,0.01,fixed,1.552,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:24:22,2025/06/28 15:24:24
817,mata,396433.994,7411779.613,488.447,0.002,0.002,0.005,fixed,1.547,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:24:48,2025/06/28 15:24:50
818,mata,396419.188,7411772.218,487.751,0.002,0.002,0.006,fixed,1.824,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:25:11,2025/06/28 15:25:13
819,mata,396405.564,7411766.517,487.143,0.005,0.005,0.014,fixed,1.704,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:25:28,2025/06/28 15:25:30
820,mata,396389.685,7411759.635,486.605,0.002,0.002,0.008,fixed,1.719,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:25:58,2025/06/28 15:26:00
821,mata,396379.292,7411755.259,486.311,0.002,0.002,0.007,fixed,1.715,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:26:24,2025/06/28 15:26:26
822,mata,396358.978,7411746.252,485.458,0.004,0.004,0.012,fixed,1.52,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:27:24,2025/06/28 15:27:26
823,mata,396348.217,7411742.025,485.254,0.003,0.003,0.008,fixed,1.783,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:27:45,2025/06/28 15:27:47
824,mata,396336.061,7411741.015,485.375,0.004,0.004,0.012,fixed,1.56,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:28:02,2025/06/28 15:28:04
825,mata,396323.446,7411743.346,485.291,0.003,0.003,0.008,fixed,1.557,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:28:20,2025/06/28 15:28:22
826,mata,396308.967,7411750.268,485.247,0.004,0.004,0.011,fixed,1.652,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:29:09,2025/06/28 15:29:11
827,mata,396307.677,7411760.411,485.925,0.002,0.002,0.003,fixed,1.685,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:29:40,2025/06/28 15:29:42
828,mata,396307.056,7411773.119,486.862,0.003,0.003,0.009,fixed,1.643,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:29:57,2025/06/28 15:29:59
829,divisa,396305.007,7411780.359,487.339,0.008,0.008,0.015,fixed,1.721,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:30:49,2025/06/28 15:30:51
830,mata,396297.799,7411772.049,486.42,0.006,0.006,0.014,fixed,1.527,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:31:30,2025/06/28 15:31:32
831,mata,396290.009,7411764.27,485.526,0.004,0.004,0.006,fixed,1.415,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:31:46,2025/06/28 15:31:48
832,mata,396280.585,7411753.425,484.535,0.003,0.003,0.005,fixed,1.401,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:32:03,2025/06/28 15:32:05
833,mata,396270.853,7411742.002,483.485,0.005,0.005,0.01,fixed,1.559,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:32:21,2025/06/28 15:32:23
834,mata,396261.893,7411731.885,482.506,0.004,0.004,0.01,fixed,1.592,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:32:36,2025/06/28 15:32:38
835,mata,396250.236,7411717.761,481.293,0.003,0.003,0.009,fixed,1.367,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:33:05,2025/06/28 15:33:07
836,mata,396240.688,7411706.569,479.709,0.007,0.007,0.012,fixed,1.723,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:33:41,2025/06/28 15:33:43
837,mata,396234.25,7411698.807,478.694,0.009,0.009,0.036,float,1.437,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:33:59,2025/06/28 15:34:01
838,mata,396234.332,7411698.747,478.559,0.002,0.002,0.01,fixed,1.436,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:34:05,2025/06/28 15:34:07
839,mata,396226.37,7411690.485,477.464,0.009,0.009,0.02,fixed,1.66,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:34:19,2025/06/28 15:34:21
840,mata,396215.655,7411682.944,476.199,0.014,0.014,0.026,float,1.429,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:34:56,2025/06/28 15:34:58
841,mata,396195.671,7411674.139,474.35,0.103,0.103,0.773,float,1.423,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:35:35,2025/06/28 15:35:37
842,mata,396168.629,7411668.805,472.838,0.006,0.006,0.012,fixed,1.716,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:36:30,2025/06/28 15:36:32
843,mata,396138.799,7411662.582,471.425,0.002,0.002,0.004,fixed,1.408,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:37:13,2025/06/28 15:37:15
844,mata,396106.874,7411651.66,470.42,0.021,0.021,0.048,float,2.039,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:37:52,2025/06/28 15:37:54
845,mata,396076.65,7411636.527,469.25,0.005,0.005,0.016,fixed,1.527,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:38:40,2025/06/28 15:38:42
846,mata,396058.278,7411626.524,468.44,0.003,0.003,0.008,fixed,1.45,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:39:17,2025/06/28 15:39:19
847,mata,396040.527,7411616.512,467.395,0.006,0.006,0.025,float,1.384,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:39:50,2025/06/28 15:39:52
848,mata,396024.322,7411608.008,466.267,0.005,0.005,0.017,fixed,1.528,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:40:39,2025/06/28 15:40:41
849,mata,396003.486,7411604.011,464.593,0.001,0.001,0.005,fixed,1.333,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:41:11,2025/06/28 15:41:13
850,mata,395990.049,7411613.036,464.087,0.002,0.002,0.007,fixed,1.33,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:41:41,2025/06/28 15:41:43
851,mata,395985.47,7411625.016,464.141,0.006,0.006,0.016,fixed,1.342,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:41:58,2025/06/28 15:42:00
852,mata,395980.765,7411639.992,464.325,0.009,0.009,0.025,float,1.564,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:42:20,2025/06/28 15:42:22
853,mata,395978.516,7411656.5,464.613,0.951,0.951,2.527,diff,1.436,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:42:48,2025/06/28 15:42:50
854,mata,395978.76,7411656.714,464.7,0.005,0.005,0.01,float,1.406,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:44:41,2025/06/28 15:44:43
855,mata,395977.053,7411671.417,464.781,0.01,0.01,0.024,fixed,1.448,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:44:58,2025/06/28 15:45:00
856,mata,395975.17,7411686.908,465.054,0.036,0.036,0.086,float,1.617,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:45:24,2025/06/28 15:45:26
857,mata,395973.256,7411700.044,465.288,0.009,0.009,0.022,fixed,1.399,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:45:47,2025/06/28 15:45:49
858,mata,395971.438,7411722.034,465.338,0.012,0.012,0.042,float,1.395,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:46:25,2025/06/28 15:46:27
859,mata,395971.199,7411737.907,465.378,0.938,0.938,1.916,diff,1.62,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:46:51,2025/06/28 15:46:53
860,mata,395973.228,7411759.376,465.821,1.008,1.008,1.921,diff,1.556,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:47:45,2025/06/28 15:47:47
861,mata,395979.218,7411785.491,466.281,1.051,1.051,1.927,diff,1.613,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:48:42,2025/06/28 15:48:44
862,tn,396123.929,7411776.746,479.083,0.011,0.011,0.033,float,1.573,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:54:32,2025/06/28 15:54:34
863,tn,396137.388,7411775.341,479.879,0.008,0.008,0.029,fixed,1.736,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:54:55,2025/06/28 15:54:57
864,tn,396147.141,7411775.209,480.369,0.01,0.01,0.03,fixed,1.569,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:55:03,2025/06/28 15:55:05
865,tn,396169.155,7411775.346,481.162,0.002,0.002,0.008,fixed,1.567,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:55:21,2025/06/28 15:55:23
866,tn,396182.731,7411777.23,481.815,0.002,0.002,0.007,fixed,1.735,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:55:32,2025/06/28 15:55:34
867,tn,396203.897,7411783.537,483.073,0.003,0.003,0.011,fixed,1.563,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:55:50,2025/06/28 15:55:52
868,tn,396217.409,7411790.713,483.98,0.002,0.002,0.009,fixed,1.599,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:56:02,2025/06/28 15:56:04
869,tn,396238.414,7411805.45,485.693,0.002,0.002,0.007,fixed,1.558,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:56:23,2025/06/28 15:56:25
870,tn,396252.641,7411813.814,486.573,0.002,0.002,0.007,fixed,1.557,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:56:36,2025/06/28 15:56:38
871,tn,396265.616,7411821.746,487.449,0.002,0.002,0.008,fixed,1.554,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:56:52,2025/06/28 15:56:54
873,tn,396268.273,7411823.341,487.633,0.001,0.001,0.005,fixed,1.733,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:16,2025/06/28 15:57:18
874,tn,396275.558,7411827.189,488.007,0.002,0.002,0.007,fixed,1.732,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:25,2025/06/28 15:57:27
875,tn,396282.922,7411831.33,488.524,0.002,0.002,0.007,fixed,1.548,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:32,2025/06/28 15:57:34
876,tn,396289.813,7411835.956,489.205,0.002,0.002,0.008,fixed,1.547,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:39,2025/06/28 15:57:41
877,tn,396296.495,7411840.497,489.676,0.001,0.001,0.005,fixed,1.962,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:46,2025/06/28 15:57:48
