Name,Code,E,N,Z,RMS_x,RMS_y,RMS_h,Solution,PDOP,Antenna name,Antenna measure type,Antenna height,Start time,End time
Base:M1,M1,396932.832,7412395.094,531.358,0,0,0,base,0,T300(NGS),Slant,1.748,2010/04/17 16:39:39,2025/06/28 10:39:39
1,estrada,396923.435,7412417.133,530.392,0.001,0.001,0.002,fixed,1.141,T300(NGS),Bottom of receiver,2,2025/06/28 11:51:01,2025/06/28 11:51:03
2,estrada,396925.914,7412417.981,530.388,0.001,0.001,0.001,fixed,1.141,T300(NGS),Bottom of receiver,2,2025/06/28 11:51:16,2025/06/28 11:51:18
3,cerca,396922.195,7412413.923,530.364,0.002,0.002,0.003,fixed,1.139,T300(NGS),Bottom of receiver,2,2025/06/28 11:51:42,2025/06/28 11:51:44
4,cerca,396925.298,7412406.914,530.022,0.002,0.002,0.003,fixed,1.138,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:12,2025/06/28 11:52:14
5,estrada,396922.184,7412421.475,530.631,0.001,0.001,0.002,fixed,1.138,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:25,2025/06/28 11:52:27
6,estrada,396924.947,7412422.99,530.717,0.002,0.002,0.002,fixed,1.138,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:29,2025/06/28 11:52:31
7,cerca,396920.397,7412421.965,530.897,0.001,0.001,0.002,fixed,1.138,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:36,2025/06/28 11:52:38
8,estrada,396921.12,7412427.013,531.037,0.001,0.001,0.002,fixed,1.137,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:44,2025/06/28 11:52:46
9,estrada,396923.477,7412429.455,531.078,0.002,0.002,0.003,fixed,1.137,T300(NGS),Bottom of receiver,2,2025/06/28 11:52:49,2025/06/28 11:52:51
10,cerca,396918.414,7412430.975,531.418,0.002,0.002,0.003,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:53:01,2025/06/28 11:53:03
11,cerca,396916.06,7412438.973,531.875,0.001,0.001,0.002,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:53:13,2025/06/28 11:53:15
12,estrada,396918.981,7412440.489,531.692,0.001,0.001,0.002,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:53:22,2025/06/28 11:53:24
13,estrada,396916.952,7412439.21,531.706,0.003,0.003,0.005,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:53:26,2025/06/28 11:53:28
14,poste,396920.404,7412441.729,531.799,0.003,0.003,0.004,fixed,1.088,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:08,2025/06/28 11:54:10
15,estrada,396914.381,7412444.518,532.069,0.004,0.004,0.006,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:18,2025/06/28 11:54:20
16,estrada,396916.527,7412446.045,532.155,0.002,0.002,0.003,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:22,2025/06/28 11:54:24
17,cerca,396912.996,7412443.249,532.138,0.002,0.002,0.003,fixed,1.077,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:38,2025/06/28 11:54:40
18,estrada,396911.412,7412448.531,532.588,0.002,0.002,0.003,fixed,1.049,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:46,2025/06/28 11:54:48
19,estrada,396913.76,7412450.068,532.732,0.002,0.002,0.003,fixed,1.049,T300(NGS),Bottom of receiver,2,2025/06/28 11:54:51,2025/06/28 11:54:53
20,cerca,396909.34,7412447.081,533.095,0.001,0.001,0.002,fixed,1.094,T300(NGS),Bottom of receiver,2,2025/06/28 11:55:11,2025/06/28 11:55:13
21,poste,396912.976,7412455.939,533.022,0.004,0.004,0.006,fixed,1.127,T300(NGS),Bottom of receiver,2,2025/06/28 11:55:31,2025/06/28 11:55:33
22,estrada,396903.261,7412458.115,532.97,0.002,0.002,0.003,fixed,1.094,T300(NGS),Bottom of receiver,2,2025/06/28 11:55:45,2025/06/28 11:55:47
23,estrada,396904.807,7412460.455,533.177,0.003,0.003,0.004,fixed,1.095,T300(NGS),Bottom of receiver,2,2025/06/28 11:55:49,2025/06/28 11:55:51
24,estrada,396897.88,7412466.133,533.374,0.002,0.002,0.003,fixed,1.095,T300(NGS),Bottom of receiver,2,2025/06/28 11:55:58,2025/06/28 11:56:00
25,estrada,396896.218,7412464.593,533.355,0.002,0.002,0.003,fixed,1.095,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:01,2025/06/28 11:56:03
26,estrada,396888.438,7412470.593,533.619,0.002,0.002,0.003,fixed,1.071,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:11,2025/06/28 11:56:13
27,estrada,396889.859,7412473.114,533.741,0.001,0.001,0.002,fixed,1.071,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:16,2025/06/28 11:56:18
28,estrada,396882.485,7412479.036,534.14,0.002,0.002,0.002,fixed,1.071,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:27,2025/06/28 11:56:29
29,estrada,396881.488,7412477.025,534.038,0.002,0.002,0.004,fixed,1.071,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:31,2025/06/28 11:56:33
30,poste,396881.982,7412474.773,534.042,0.005,0.005,0.011,fixed,1.244,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:37,2025/06/28 11:56:39
31,estrada,396876.074,7412480.648,534.206,0.002,0.002,0.004,fixed,1.159,T300(NGS),Bottom of receiver,2,2025/06/28 11:56:54,2025/06/28 11:56:56
32,estrada,396877.717,7412482.939,534.359,0.002,0.002,0.003,fixed,1.159,T300(NGS),Bottom of receiver,2,2025/06/28 11:57:00,2025/06/28 11:57:02
33,estrada,396871.395,7412487.995,534.891,0.002,0.002,0.004,fixed,1.16,T300(NGS),Bottom of receiver,2,2025/06/28 11:57:18,2025/06/28 11:57:20
34,estrada,396869.633,7412486.005,534.942,0.003,0.003,0.004,fixed,1.16,T300(NGS),Bottom of receiver,2,2025/06/28 11:57:24,2025/06/28 11:57:26
35,estrada,396865.195,7412489.992,535.128,0.002,0.002,0.003,fixed,1.161,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:01,2025/06/28 11:58:03
36,estrada,396867.014,7412491.729,535.219,0.002,0.002,0.003,fixed,1.161,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:06,2025/06/28 11:58:08
37,poste,396869.206,7412491.974,535.271,0.003,0.003,0.005,fixed,1.161,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:12,2025/06/28 11:58:14
38,estrada,396861.443,7412497.411,535.462,0.002,0.002,0.003,fixed,1.162,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:25,2025/06/28 11:58:27
39,estrada,396859.559,7412495.586,535.355,0.002,0.002,0.003,fixed,1.162,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:30,2025/06/28 11:58:32
40,estrada,396852.391,7412502.695,535.866,0.002,0.002,0.004,fixed,1.162,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:41,2025/06/28 11:58:43
41,estrada,396853.606,7412504.834,536.04,0.002,0.002,0.003,fixed,1.162,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:45,2025/06/28 11:58:47
42,estrada,396846.009,7412511.122,536.538,0.001,0.001,0.003,fixed,1.163,T300(NGS),Bottom of receiver,2,2025/06/28 11:58:58,2025/06/28 11:59:00
43,estrada,396844.79,7412509.734,536.393,0.002,0.002,0.004,fixed,1.163,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:02,2025/06/28 11:59:04
44,poste,396843.303,7412508.053,536.467,0.003,0.003,0.006,fixed,1.181,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:08,2025/06/28 11:59:10
45,estrada,396838.531,7412514.883,536.805,0.002,0.002,0.003,fixed,1.164,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:19,2025/06/28 11:59:21
46,estrada,396840.172,7412516.922,536.998,0.001,0.001,0.002,fixed,1.164,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:23,2025/06/28 11:59:25
47,estrada,396832.252,7412524.028,537.743,0.001,0.001,0.002,fixed,1.164,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:35,2025/06/28 11:59:37
48,estrada,396830.247,7412522.514,537.604,0.002,0.002,0.003,fixed,1.164,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:41,2025/06/28 11:59:43
49,estrada,396822.165,7412530.182,537.952,0.001,0.001,0.002,fixed,1.165,T300(NGS),Bottom of receiver,2,2025/06/28 11:59:53,2025/06/28 11:59:55
50,estrada,396823.467,7412532.494,538.078,0.002,0.002,0.004,fixed,1.165,T300(NGS),Bottom of receiver,2,2025/06/28 12:00:00,2025/06/28 12:00:02
51,estrada,396815.709,7412539.494,538.54,0.002,0.002,0.004,fixed,1.165,T300(NGS),Bottom of receiver,2,2025/06/28 12:00:13,2025/06/28 12:00:15
52,estrada,396813.936,7412537.416,538.443,0.002,0.002,0.003,fixed,1.165,T300(NGS),Bottom of receiver,2,2025/06/28 12:00:19,2025/06/28 12:00:21
53,poste,396810.468,7412539.261,538.977,0.003,0.003,0.006,fixed,1.213,T300(NGS),Bottom of receiver,2,2025/06/28 12:00:29,2025/06/28 12:00:31
54,poste,396806.156,7412539.913,539.125,0.005,0.005,0.013,fixed,1.241,T300(NGS),Bottom of receiver,2,2025/06/28 12:00:41,2025/06/28 12:00:43
55,estrada,396800.369,7412549.01,539.317,0.002,0.002,0.003,fixed,1.167,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:09,2025/06/28 12:01:11
56,estrada,396801.678,7412551.553,539.278,0.002,0.002,0.004,fixed,1.167,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:14,2025/06/28 12:01:16
57,estrada,396792.466,7412559.188,540.045,0.002,0.002,0.004,fixed,1.167,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:25,2025/06/28 12:01:27
58,estrada,396789.931,7412558.377,540.159,0.002,0.002,0.003,fixed,1.167,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:29,2025/06/28 12:01:31
59,estrada,396782.798,7412564.864,540.939,0.002,0.002,0.003,fixed,1.168,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:40,2025/06/28 12:01:42
60,estrada,396783.892,7412567.201,540.959,0.002,0.002,0.003,fixed,1.168,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:46,2025/06/28 12:01:48
61,estrada,396775.663,7412573.579,540.949,0.002,0.002,0.004,fixed,1.168,T300(NGS),Bottom of receiver,2,2025/06/28 12:01:56,2025/06/28 12:01:58
62,estrada,396773.419,7412572.309,541.011,0.002,0.002,0.004,fixed,1.168,T300(NGS),Bottom of receiver,2,2025/06/28 12:02:00,2025/06/28 12:02:02
63,poste,396768.339,7412572.374,541.358,0.005,0.005,0.008,fixed,1.168,T300(NGS),Bottom of receiver,2,2025/06/28 12:02:10,2025/06/28 12:02:12
64,estrada,396753.491,7412586.597,541.462,0.001,0.001,0.003,fixed,1.094,T300(NGS),Bottom of receiver,2,2025/06/28 12:03:44,2025/06/28 12:03:46
65,estrada,396754.676,7412588.674,541.547,0.002,0.002,0.004,fixed,1.095,T300(NGS),Bottom of receiver,2,2025/06/28 12:03:48,2025/06/28 12:03:50
66,poste,396756.082,7412590.698,542.519,0.002,0.002,0.004,fixed,1.143,T300(NGS),Bottom of receiver,2,2025/06/28 12:03:57,2025/06/28 12:03:59
67,estrada,396743.63,7412595.654,541.801,0.002,0.002,0.003,fixed,1.096,T300(NGS),Bottom of receiver,2,2025/06/28 12:04:19,2025/06/28 12:04:21
68,estrada,396744.587,7412598.279,541.79,0.001,0.001,0.002,fixed,1.096,T300(NGS),Bottom of receiver,2,2025/06/28 12:04:23,2025/06/28 12:04:25
69,estrada,396735.882,7412605.606,542.279,0.002,0.002,0.003,fixed,1.096,T300(NGS),Bottom of receiver,2,2025/06/28 12:04:34,2025/06/28 12:04:36
70,estrada,396733.309,7412604.819,542.31,0.002,0.002,0.004,fixed,1.096,T300(NGS),Bottom of receiver,2,2025/06/28 12:04:38,2025/06/28 12:04:40
71,poste,396730.06,7412603.521,543.652,0.002,0.002,0.005,fixed,1.223,T300(NGS),Bottom of receiver,2,2025/06/28 12:04:47,2025/06/28 12:04:49
72,estrada,396722.318,7412613.636,542.852,0.001,0.001,0.003,fixed,1.227,T300(NGS),Bottom of receiver,2,2025/06/28 12:05:53,2025/06/28 12:05:55
73,estrada,396723.505,7412616.361,542.834,0.001,0.001,0.003,fixed,1.228,T300(NGS),Bottom of receiver,2,2025/06/28 12:05:57,2025/06/28 12:05:59
74,estrada,396712.499,7412624.518,544.081,0.001,0.001,0.004,fixed,1.229,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:09,2025/06/28 12:06:11
75,estrada,396709.261,7412623.271,544.282,0.002,0.002,0.004,fixed,1.229,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:14,2025/06/28 12:06:16
76,estrada,396698.047,7412631.365,545.346,0.002,0.002,0.005,fixed,1.23,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:28,2025/06/28 12:06:30
77,estrada,396698.79,7412634.111,545.378,0.002,0.002,0.004,fixed,1.23,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:33,2025/06/28 12:06:35
78,poste,396691.833,7412633.523,545.963,0.006,0.006,0.012,fixed,1.231,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:45,2025/06/28 12:06:47
79,poste,396693.553,7412639.491,546.172,0.003,0.003,0.007,fixed,1.232,T300(NGS),Bottom of receiver,2,2025/06/28 12:06:58,2025/06/28 12:07:00
80,poste,396691.05,7412635.827,545.866,0.003,0.003,0.007,fixed,1.233,T300(NGS),Bottom of receiver,2,2025/06/28 12:07:08,2025/06/28 12:07:10
81,estrada,396683.021,7412642.149,546.479,0.002,0.002,0.007,fixed,1.234,T300(NGS),Bottom of receiver,2,2025/06/28 12:07:34,2025/06/28 12:07:36
82,estrada,396683.329,7412645.818,546.507,0.001,0.001,0.003,fixed,1.235,T300(NGS),Bottom of receiver,2,2025/06/28 12:07:39,2025/06/28 12:07:41
83,estrada,396673.058,7412653.894,546.878,0.002,0.002,0.004,fixed,1.235,T300(NGS),Bottom of receiver,2,2025/06/28 12:07:51,2025/06/28 12:07:53
84,estrada,396670.375,7412651.997,546.949,0.001,0.001,0.004,fixed,1.236,T300(NGS),Bottom of receiver,2,2025/06/28 12:07:57,2025/06/28 12:07:59
85,piquete,396663.361,7412654.138,547.499,0.001,0.001,0.004,fixed,1.291,T300(NGS),Bottom of receiver,2,2025/06/28 12:08:44,2025/06/28 12:08:46
86,poste,396665.145,7412661.959,547.415,0.004,0.004,0.011,fixed,1.292,T300(NGS),Bottom of receiver,2,2025/06/28 12:08:57,2025/06/28 12:08:59
87,estrada,396656.665,7412665.235,547.262,0.002,0.002,0.006,fixed,1.293,T300(NGS),Bottom of receiver,2,2025/06/28 12:09:11,2025/06/28 12:09:13
88,estrada,396655.483,7412663.313,547.328,0.002,0.002,0.006,fixed,1.294,T300(NGS),Bottom of receiver,2,2025/06/28 12:09:16,2025/06/28 12:09:18
89,poste,396653.783,7412663.905,547.386,0.004,0.004,0.008,fixed,1.294,T300(NGS),Bottom of receiver,2,2025/06/28 12:09:21,2025/06/28 12:09:23
90,estrada,396639.538,7412672.789,547.381,0.001,0.001,0.003,fixed,1.307,T300(NGS),Bottom of receiver,2,2025/06/28 12:12:23,2025/06/28 12:12:25
91,estrada,396640.729,7412675.338,547.333,0.002,0.002,0.004,fixed,1.308,T300(NGS),Bottom of receiver,2,2025/06/28 12:12:28,2025/06/28 12:12:30
92,poste,396636.816,7412684.751,548.091,0.003,0.003,0.006,fixed,1.308,T300(NGS),Bottom of receiver,2,2025/06/28 12:12:41,2025/06/28 12:12:43
93,poste,396615.552,7412694.33,547.762,0.005,0.005,0.01,fixed,1.355,T300(NGS),Bottom of receiver,2,2025/06/28 12:13:08,2025/06/28 12:13:10
94,estrada,396614.785,7412693.039,547.701,0.003,0.003,0.006,fixed,1.355,T300(NGS),Bottom of receiver,2,2025/06/28 12:13:11,2025/06/28 12:13:13
95,estrada,396612.795,7412691.198,547.768,0.001,0.001,0.003,fixed,1.31,T300(NGS),Bottom of receiver,2,2025/06/28 12:13:15,2025/06/28 12:13:17
96,estrada,396601.914,7412700.733,547.964,0.002,0.002,0.004,fixed,1.311,T300(NGS),Bottom of receiver,2,2025/06/28 12:13:28,2025/06/28 12:13:30
97,estrada,396603.157,7412703.747,547.925,0.001,0.001,0.003,fixed,1.312,T300(NGS),Bottom of receiver,2,2025/06/28 12:13:33,2025/06/28 12:13:35
98,estrada,396590.262,7412717.515,548.131,0.001,0.001,0.003,fixed,1.313,T300(NGS),Bottom of receiver,2,2025/06/28 12:14:01,2025/06/28 12:14:03
99,poste,396577.005,7412724.809,548.388,0.005,0.005,0.012,fixed,1.315,T300(NGS),Bottom of receiver,2,2025/06/28 12:14:26,2025/06/28 12:14:28
100,estrada,396577.807,7412725.693,548.338,0.003,0.003,0.006,fixed,1.423,T300(NGS),Bottom of receiver,2,2025/06/28 12:14:30,2025/06/28 12:14:32
101,estrada,396578.882,7412728.059,548.286,0.002,0.002,0.005,fixed,1.315,T300(NGS),Bottom of receiver,2,2025/06/28 12:14:34,2025/06/28 12:14:36
102,poste,396576.737,7412732.052,548.516,0.003,0.003,0.008,fixed,1.316,T300(NGS),Bottom of receiver,2,2025/06/28 12:14:44,2025/06/28 12:14:46
103,estrada,396564.22,7412740.401,547.968,0.002,0.002,0.004,fixed,1.317,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:06,2025/06/28 12:15:08
104,estrada,396562.527,7412738.652,547.702,0.003,0.003,0.006,fixed,1.317,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:10,2025/06/28 12:15:12
105,estrada,396552.922,7412747.434,547.473,0.002,0.002,0.006,fixed,1.318,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:23,2025/06/28 12:15:25
106,estrada,396553.99,7412750.016,547.74,0.001,0.001,0.004,fixed,1.318,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:27,2025/06/28 12:15:29
107,estrada,396547.566,7412754.834,547.382,0.003,0.003,0.007,fixed,1.318,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:35,2025/06/28 12:15:37
108,estrada,396546.235,7412754.151,547.306,0.002,0.002,0.005,fixed,1.319,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:37,2025/06/28 12:15:39
109,poste,396543.55,7412750.184,546.999,0.006,0.006,0.015,fixed,1.39,T300(NGS),Bottom of receiver,2,2025/06/28 12:15:48,2025/06/28 12:15:50
110,estrada,396534.679,7412762.75,547.319,0.006,0.006,0.014,fixed,1.32,T300(NGS),Bottom of receiver,2,2025/06/28 12:16:04,2025/06/28 12:16:06
111,estrada,396536.762,7412766.02,547.385,0.001,0.001,0.003,fixed,1.32,T300(NGS),Bottom of receiver,2,2025/06/28 12:16:09,2025/06/28 12:16:11
112,estrada,396528.172,7412775.714,547.551,0.002,0.002,0.005,fixed,1.321,T300(NGS),Bottom of receiver,2,2025/06/28 12:16:21,2025/06/28 12:16:23
113,estrada,396525.226,7412775.959,547.493,0.002,0.002,0.004,fixed,1.321,T300(NGS),Bottom of receiver,2,2025/06/28 12:16:26,2025/06/28 12:16:28
114,poste,396519.45,7412776.287,546.796,0.003,0.003,0.006,fixed,1.322,T300(NGS),Bottom of receiver,2,2025/06/28 12:16:55,2025/06/28 12:16:57
115,poste,396511.359,7412774.152,545.254,0.004,0.004,0.009,fixed,1.387,T300(NGS),Bottom of receiver,2,2025/06/28 12:17:18,2025/06/28 12:17:20
116,cerca,396498.938,7412783.371,545.399,0.001,0.001,0.003,fixed,1.326,T300(NGS),Bottom of receiver,2,2025/06/28 12:18:17,2025/06/28 12:18:19
117,cerca,396486.147,7412764.895,542.318,0.002,0.002,0.004,fixed,1.328,T300(NGS),Bottom of receiver,2,2025/06/28 12:19:03,2025/06/28 12:19:05
118,cerca,396479.202,7412754.439,540.451,0.002,0.002,0.004,fixed,1.328,T300(NGS),Bottom of receiver,2,2025/06/28 12:19:25,2025/06/28 12:19:27
119,cerca,396472.216,7412744.106,538.786,0.003,0.003,0.008,fixed,1.382,T300(NGS),Bottom of receiver,2,2025/06/28 12:20:16,2025/06/28 12:20:18
121,tn,396477.613,7412747.625,539.747,0.002,0.002,0.005,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:21:54,2025/06/28 12:21:56
122,tn,396478.593,7412738.673,538.836,0.002,0.002,0.004,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:06,2025/06/28 12:22:08
123,tn,396480.636,7412730.349,538.676,0.002,0.002,0.005,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:14,2025/06/28 12:22:16
124,tn,396481.482,7412722.22,538.613,0.002,0.002,0.005,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:23,2025/06/28 12:22:25
125,tn,396480.409,7412713.407,538.145,0.003,0.003,0.007,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:32,2025/06/28 12:22:34
126,tn,396479.877,7412704.301,537.992,0.005,0.005,0.012,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:40,2025/06/28 12:22:42
127,tn,396479.859,7412695.494,538.02,0.009,0.009,0.022,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:48,2025/06/28 12:22:50
128,tn,396479.992,7412687.22,538.144,0.008,0.008,0.019,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:22:55,2025/06/28 12:22:57
129,tn,396480.129,7412678.372,538.022,0.013,0.013,0.026,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:23:03,2025/06/28 12:23:05
130,tn,396479.889,7412669.238,538.093,0.106,0.106,0.408,float,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:23:11,2025/06/28 12:23:13
131,tn,396479.523,7412660.337,537.91,0.003,0.003,0.008,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:23:26,2025/06/28 12:23:28
132,tn,396480.842,7412652.441,538.446,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:23:50,2025/06/28 12:23:52
133,tn,396482.313,7412644.41,538.675,0.006,0.006,0.013,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:23:58,2025/06/28 12:24:00
134,tn,396483.639,7412636.518,538.999,0.087,0.087,0.333,float,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:24:07,2025/06/28 12:24:09
135,tn,396484.411,7412627.946,538.847,0.005,0.005,0.01,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:24:26,2025/06/28 12:24:28
136,tn,396486.001,7412620.031,539.178,0.002,0.002,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:24:34,2025/06/28 12:24:36
137,tn,396490.721,7412613.206,539.421,0.005,0.005,0.011,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:24:42,2025/06/28 12:24:44
138,tn,396494.307,7412606.009,540.071,0.002,0.002,0.004,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:24:52,2025/06/28 12:24:54
139,poste,396494.538,7412604.871,539.767,0.004,0.004,0.009,fixed,1.353,T300(NGS),Bottom of receiver,2,2025/06/28 12:25:01,2025/06/28 12:25:11
140,tn,396501.511,7412615.928,540.595,0.002,0.002,0.005,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:25:37,2025/06/28 12:25:39
141,tn,396506.221,7412623.233,540.63,0.001,0.001,0.003,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:25:55,2025/06/28 12:25:57
142,tn,396511.909,7412634.844,541.037,0.002,0.002,0.005,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:26:08,2025/06/28 12:26:10
143,tn,396516.551,7412645.224,541.585,0.001,0.001,0.003,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:26:23,2025/06/28 12:26:25
144,tn,396523.884,7412655.447,542.277,0.001,0.001,0.002,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:26:35,2025/06/28 12:26:37
145,tn,396529.822,7412665.453,542.94,0.001,0.001,0.002,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:26:46,2025/06/28 12:26:48
146,tn,396536.043,7412673.485,543.446,0.002,0.002,0.005,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:26:58,2025/06/28 12:27:00
147,poste,396538.405,7412672.921,543.776,0.004,0.004,0.01,fixed,1.336,T300(NGS),Bottom of receiver,2,2025/06/28 12:27:05,2025/06/28 12:27:07
148,tn,396546.663,7412683.595,544.568,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:28:57,2025/06/28 12:28:59
149,tn,396553.992,7412676.632,545.244,0.001,0.001,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:29:20,2025/06/28 12:29:22
150,tn,396549.818,7412670.133,544.988,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:29:27,2025/06/28 12:29:29
151,tn,396545.381,7412664.533,544.48,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:29:33,2025/06/28 12:29:35
152,tn,396540.793,7412658.514,543.949,0.005,0.005,0.012,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:29:40,2025/06/28 12:29:42
153,tn,396536.206,7412651.504,543.471,0.004,0.004,0.01,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:29:48,2025/06/28 12:29:50
154,tn,396531.591,7412643.537,543.281,0.01,0.01,0.023,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:00,2025/06/28 12:30:02
155,tn,396527.559,7412637.796,543.013,0.009,0.009,0.021,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:06,2025/06/28 12:30:08
156,tn,396521.046,7412626.437,542.074,0.004,0.004,0.009,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:19,2025/06/28 12:30:21
157,tn,396515.133,7412618.178,541.437,0.002,0.002,0.005,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:29,2025/06/28 12:30:31
158,tn,396508.876,7412611.762,540.721,0.002,0.002,0.004,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:37,2025/06/28 12:30:39
159,tn,396501.075,7412605.281,540.625,0.005,0.005,0.011,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:30:49,2025/06/28 12:30:51
160,tn,396493.652,7412596.366,539.503,0.007,0.007,0.021,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 12:31:01,2025/06/28 12:31:03
161,tn,396489.446,7412586.201,538.881,0.001,0.001,0.004,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:31:13,2025/06/28 12:31:15
162,tn,396490.769,7412577.956,539.231,0.002,0.002,0.006,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:31:30,2025/06/28 12:31:32
163,tn,396493.727,7412570.088,539.175,0.001,0.001,0.004,fixed,1.333,T300(NGS),Bottom of receiver,2,2025/06/28 12:31:44,2025/06/28 12:31:46
164,tn,396499.715,7412563.766,539.801,0.002,0.002,0.005,fixed,1.332,T300(NGS),Bottom of receiver,2,2025/06/28 12:31:53,2025/06/28 12:31:55
